Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,2,19,2,2054,2100,2207,2215,WN,50,N687SW,73,75,59,-8,-6,ELP,PHX,347,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,930,930,1047,1050,WN,255,N764SW,77,80,59,-3,0,ELP,PHX,347,6,12,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1620,1620,1731,1735,WN,1114,N298WN,71,75,54,-4,0,ELP,PHX,347,7,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,720,720,841,835,WN,1458,N316SW,81,75,60,6,0,ELP,PHX,347,7,14,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1139,1140,1246,1255,WN,2553,N493WN,67,75,53,-9,-1,ELP,PHX,347,6,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,808,815,924,935,WN,3661,N632SW,76,80,61,-11,-7,ELP,PHX,347,4,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,928,925,1013,1015,WN,4,N524SW,105,110,94,-2,3,ELP,SAN,636,2,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1724,1725,1939,1945,WN,892,N394SW,75,80,63,-6,-1,ELP,SAT,496,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1428,1430,1643,1650,WN,1939,N520SW,75,80,62,-7,-2,ELP,SAT,496,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,744,745,955,1005,WN,2262,N735SA,71,80,62,-10,-1,ELP,SAT,496,3,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1120,1115,1335,1335,WN,2457,N204WN,75,80,65,0,5,ELP,SAT,496,2,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,701,700,819,820,WN,1178,N428WN,138,140,119,-1,1,FLL,BNA,793,5,14,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1426,1420,1542,1540,WN,2354,N206WN,136,140,114,2,6,FLL,BNA,793,5,17,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1717,1720,2006,2025,WN,970,N711HK,169,185,153,-19,-3,FLL,BUF,1166,3,13,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2011,2010,2226,2240,WN,1502,N291WN,135,150,119,-14,1,FLL,BWI,925,4,12,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1601,1605,1819,1835,WN,3134,N297WN,138,150,117,-16,-4,FLL,BWI,925,3,18,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1343,1315,1610,1550,WN,3326,N627SW,147,155,119,20,28,FLL,BWI,925,3,25,0,,0,9,0,0,0,11
2008,2,19,2,1048,1040,1307,1315,WN,3660,N360SW,139,155,118,-8,8,FLL,BWI,925,5,16,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,641,645,851,915,WN,3838,N792SW,130,150,112,-24,-4,FLL,BWI,925,5,13,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1530,1530,1731,1730,WN,48,N551WN,181,180,160,1,0,FLL,HOU,957,8,13,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,723,725,917,925,WN,272,N798SW,174,180,152,-8,-2,FLL,HOU,957,5,17,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1226,1210,1501,1455,WN,184,N382SW,155,165,134,6,16,FLL,ISP,1093,3,18,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,843,840,1100,1125,WN,560,N760SW,137,165,128,-25,3,FLL,ISP,1093,3,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1915,1905,2147,2155,WN,2907,N475WN,152,170,133,-8,10,FLL,ISP,1093,4,15,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,617,620,717,730,WN,33,N687SW,60,70,47,-13,-3,FLL,JAX,318,4,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,824,815,933,925,WN,1292,N406WN,69,70,52,8,9,FLL,JAX,318,5,12,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1801,1805,1910,1920,WN,1293,N658SW,69,75,49,-10,-4,FLL,JAX,318,6,14,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2039,2040,2149,2150,WN,1312,N766SW,70,70,50,-1,-1,FLL,JAX,318,5,15,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1328,1325,1440,1440,WN,2092,N789SW,72,75,50,0,3,FLL,JAX,318,5,17,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1104,1105,1219,1220,WN,2180,N206WN,75,75,48,-1,-1,FLL,JAX,318,5,22,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1209,1205,1305,1305,WN,331,N753SW,56,60,31,0,4,FLL,MCO,178,5,20,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,900,900,944,955,WN,407,N484WN,44,55,32,-11,0,FLL,MCO,178,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,600,600,645,655,WN,533,N748SW,45,55,31,-10,0,FLL,MCO,178,7,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1854,1855,1946,1955,WN,1460,N410WN,52,60,34,-9,-1,FLL,MCO,178,7,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1705,1710,1804,1810,WN,2698,N369SW,59,60,36,-6,-5,FLL,MCO,178,5,18,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1358,1400,1459,1500,WN,3146,N720WN,61,60,33,-1,-2,FLL,MCO,178,5,23,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1020,1015,1227,1230,WN,449,N462WN,187,195,169,-3,5,FLL,MDW,1166,4,14,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,637,635,828,845,WN,881,N479WN,171,190,160,-17,2,FLL,MDW,1166,6,5,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1253,1255,1502,1510,WN,1286,N424WN,189,195,167,-8,-2,FLL,MDW,1166,5,17,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2121,2110,2331,2315,WN,1301,N774SW,190,185,170,16,11,FLL,MDW,1166,8,12,0,,0,0,0,5,0,11
2008,2,19,2,1643,1540,1901,1755,WN,1598,N451WN,198,195,171,66,63,FLL,MDW,1166,5,22,0,,0,22,0,3,0,41
2008,2,19,2,1141,1120,1302,1225,WN,3684,N483WN,141,125,108,37,21,FLL,MSY,673,3,30,0,,0,3,0,16,0,18
2008,2,19,2,1928,1930,2202,2215,WN,1238,N277WN,154,165,133,-13,-2,FLL,PHL,992,5,16,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,735,740,1019,1025,WN,3142,N699SW,164,165,127,-6,-5,FLL,PHL,992,12,25,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1238,1155,1530,1450,WN,3589,N522SW,172,175,147,40,43,FLL,PHL,992,4,21,0,,0,0,0,0,12,28
2008,2,19,2,1626,1620,1913,1920,WN,1088,N770SA,167,180,143,-7,6,FLL,PVD,1188,6,18,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1155,1200,1400,1420,WN,527,N711HK,125,140,93,-20,-5,FLL,RDU,680,4,28,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1749,1745,1947,1945,WN,1857,N254WN,178,180,153,2,4,FLL,STL,1056,4,21,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1430,1420,1539,1520,WN,628,N901WN,69,60,40,19,10,FLL,TPA,197,4,25,0,,0,0,0,9,0,10
2008,2,19,2,626,625,715,720,WN,1142,N656SW,49,55,35,-5,1,FLL,TPA,197,5,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2028,2030,2118,2130,WN,1249,N245WN,50,60,36,-12,-2,FLL,TPA,197,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1806,1810,1909,1910,WN,1515,N746SW,63,60,40,-1,-4,FLL,TPA,197,4,19,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1625,1620,1726,1720,WN,1586,N698SW,61,60,39,6,5,FLL,TPA,197,4,18,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,719,720,815,815,WN,1634,N604SW,56,55,36,0,-1,FLL,TPA,197,4,16,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,946,945,1039,1040,WN,1658,N269WN,53,55,40,-1,1,FLL,TPA,197,6,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1126,1050,1225,1150,WN,2196,N256WN,59,60,38,35,36,FLL,TPA,197,5,16,0,,0,35,0,0,0,0
2008,2,19,2,1409,1220,1516,1320,WN,2537,N745SW,67,60,43,116,109,FLL,TPA,197,5,19,0,,0,3,0,7,0,106
2008,2,19,2,1028,1020,1225,1220,WN,459,N796SW,57,60,43,5,8,GEG,BOI,287,3,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1714,1715,1913,1915,WN,890,N208WN,59,60,44,-2,-1,GEG,BOI,287,4,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,618,615,810,815,WN,1664,N684WN,52,60,42,-5,3,GEG,BOI,287,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1602,1605,1806,1825,WN,1740,N263WN,124,140,113,-19,-3,GEG,LAS,806,3,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1106,1100,1322,1320,WN,2713,N606SW,136,140,121,2,6,GEG,LAS,806,6,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1526,1525,1735,1735,WN,1338,N306SW,129,130,116,0,1,GEG,OAK,723,4,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,642,640,831,850,WN,2186,N797MX,109,130,97,-19,2,GEG,OAK,723,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1041,1050,1140,1155,WN,1321,N413WN,59,65,46,-15,-9,GEG,PDX,279,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,710,710,812,820,WN,1751,N368SW,62,70,47,-8,0,GEG,PDX,279,2,13,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1349,1355,1448,1500,WN,2001,N650SW,59,65,48,-12,-6,GEG,PDX,279,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1911,1915,2013,2025,WN,2719,N703SW,62,70,47,-12,-4,GEG,PDX,279,5,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1333,1340,1425,1440,WN,717,N445WN,52,60,40,-15,-7,GEG,SEA,224,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,758,700,927,800,WN,1379,N608SW,89,60,58,87,58,GEG,SEA,224,9,22,0,,0,0,58,29,0,0
2008,2,19,2,940,940,1041,1040,WN,1689,N782SA,61,60,46,1,0,GEG,SEA,224,4,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1757,1800,1849,1900,WN,2786,N337SW,52,60,39,-11,-3,GEG,SEA,224,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1251,1250,1518,1525,WN,495,N439WN,87,95,74,-7,1,GEG,SLC,546,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,755,800,901,915,WN,679,N224WN,126,135,115,-14,-5,HOU,ABQ,759,5,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1340,1340,1449,1455,WN,3166,N239WN,129,135,117,-6,0,HOU,ABQ,759,5,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2008,1955,2118,2110,WN,3399,N647SW,130,135,116,8,13,HOU,ABQ,759,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2114,2115,2155,2200,WN,224,N244WN,41,45,29,-5,-1,HOU,AUS,148,5,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,626,630,707,715,WN,255,N764SW,41,45,29,-8,-4,HOU,AUS,148,5,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1001,950,1042,1035,WN,1670,N664WN,41,45,31,7,11,HOU,AUS,148,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1620,1620,1704,1705,WN,2116,N378SW,44,45,30,-1,0,HOU,AUS,148,5,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1801,1800,1841,1845,WN,2891,N616SW,40,45,29,-4,1,HOU,AUS,148,5,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,840,840,921,925,WN,3056,N343SW,41,45,29,-4,0,HOU,AUS,148,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1321,1315,1402,1400,WN,3407,N688SW,41,45,30,2,6,HOU,AUS,148,5,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,959,950,1128,1120,WN,1924,N383SW,89,90,78,8,9,HOU,BHM,570,3,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1653,1630,1820,1805,WN,3942,N787SA,87,95,73,15,23,HOU,BHM,570,2,12,0,,0,1,0,0,0,14
2008,2,19,2,1728,1725,1913,1910,WN,39,N373SW,105,105,88,3,3,HOU,BNA,670,7,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1307,1310,1442,1455,WN,880,N641SW,95,105,83,-13,-3,HOU,BNA,670,6,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,921,925,1055,1110,WN,1665,N212WN,94,105,81,-15,-4,HOU,BNA,670,6,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2117,2050,2257,2235,WN,1680,N618WN,100,105,89,22,27,HOU,BNA,670,5,6,0,,0,22,0,0,0,0
2008,2,19,2,633,640,820,825,WN,3404,N753SW,107,105,86,-5,-7,HOU,BNA,670,8,13,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1929,1930,2303,2320,WN,283,N719SW,154,170,143,-17,-1,HOU,BWI,1246,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1532,1520,1905,1910,WN,1082,N777QC,153,170,141,-5,12,HOU,BWI,1246,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1144,1050,1514,1440,WN,1094,N225WN,150,170,140,34,54,HOU,BWI,1246,2,8,0,,0,34,0,0,0,0
2008,2,19,2,601,605,933,950,WN,2361,N203WN,152,165,139,-17,-4,HOU,BWI,1246,4,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,825,825,914,915,WN,1,N527SW,49,50,35,-1,0,HOU,CRP,187,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1025,1025,1113,1115,WN,9,N311SW,48,50,37,-2,0,HOU,CRP,187,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1253,1300,1339,1350,WN,21,N374SW,46,50,35,-11,-7,HOU,CRP,187,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1629,1630,1718,1720,WN,35,N365SW,49,50,36,-2,-1,HOU,CRP,187,4,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1825,1825,1910,1915,WN,43,N670SW,45,50,33,-5,0,HOU,CRP,187,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2048,2055,2130,2145,WN,53,N614SW,42,50,32,-15,-7,HOU,CRP,187,4,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,627,630,725,725,WN,2,N384SW,58,55,44,0,-3,HOU,DAL,239,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,701,700,755,755,WN,4,N524SW,54,55,41,0,1,HOU,DAL,239,6,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,731,730,822,825,WN,6,N679AA,51,55,42,-3,1,HOU,DAL,239,3,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,800,800,857,855,WN,8,N672SW,57,55,44,2,0,HOU,DAL,239,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,830,830,928,925,WN,10,N659SW,58,55,44,3,0,HOU,DAL,239,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,902,900,955,955,WN,12,N611SW,53,55,43,0,2,HOU,DAL,239,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1004,1000,1107,1055,WN,16,N908WN,63,55,44,12,4,HOU,DAL,239,4,15,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1030,1030,1125,1125,WN,18,N323SW,55,55,42,0,0,HOU,DAL,239,4,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1100,1100,1154,1155,WN,20,N527SW,54,55,42,-1,0,HOU,DAL,239,5,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1200,1200,1257,1255,WN,24,N511SW,57,55,44,2,0,HOU,DAL,239,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1241,1230,1332,1325,WN,26,N317WN,51,55,41,7,11,HOU,DAL,239,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1301,1300,1355,1355,WN,28,N311SW,54,55,45,0,1,HOU,DAL,239,3,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1330,1330,1425,1425,WN,30,N637SW,55,55,43,0,0,HOU,DAL,239,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1404,1400,1459,1455,WN,32,N501SW,55,55,43,4,4,HOU,DAL,239,6,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1433,1430,1525,1525,WN,34,N396SW,52,55,42,0,3,HOU,DAL,239,4,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1501,1500,1557,1555,WN,36,N675AA,56,55,42,2,1,HOU,DAL,239,3,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1530,1530,1626,1625,WN,38,N374SW,56,55,42,1,0,HOU,DAL,239,5,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1629,1600,1727,1655,WN,40,N634SW,58,55,42,32,29,HOU,DAL,239,4,12,0,,0,3,0,3,0,26
2008,2,19,2,1638,1630,1730,1725,WN,42,N294WN,52,55,43,5,8,HOU,DAL,239,3,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1707,1700,1815,1755,WN,44,N392SW,68,55,46,20,7,HOU,DAL,239,4,18,0,,0,3,0,13,0,4
2008,2,19,2,1733,1730,1829,1825,WN,46,N602SW,56,55,44,4,3,HOU,DAL,239,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1801,1800,1854,1855,WN,48,N551WN,53,55,43,-1,1,HOU,DAL,239,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1829,1830,1922,1925,WN,50,N687SW,53,55,43,-3,-1,HOU,DAL,239,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1903,1900,1956,1955,WN,52,N365SW,53,55,43,1,3,HOU,DAL,239,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2017,1930,2114,2025,WN,54,N507SW,57,55,43,49,47,HOU,DAL,239,2,12,0,,0,0,0,2,0,47
2008,2,19,2,2002,2000,2101,2055,WN,56,N527SW,59,55,46,6,2,HOU,DAL,239,4,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2058,2100,2148,2155,WN,60,N670SW,50,55,41,-7,-2,HOU,DAL,239,4,5,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2132,2130,2228,2225,WN,62,N251WN,56,55,46,3,2,HOU,DAL,239,2,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2158,2200,2251,2255,WN,64,N502SW,53,55,43,-4,-2,HOU,DAL,239,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,616,615,710,710,WN,1636,N675AA,54,55,43,0,1,HOU,DAL,239,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,726,730,851,900,WN,1027,N286WN,145,150,131,-9,-4,HOU,DEN,883,7,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1754,1755,1920,1925,WN,2202,N783SW,146,150,129,-5,-1,HOU,DEN,883,8,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1150,1145,1317,1315,WN,2438,N388SW,147,150,128,2,5,HOU,DEN,883,8,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2057,2105,2153,2205,WN,103,N292WN,116,120,104,-12,-8,HOU,ELP,677,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1459,1500,1553,1600,WN,1114,N298WN,114,120,101,-7,-1,HOU,ELP,677,2,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1002,955,1057,1055,WN,1526,N204WN,115,120,101,2,7,HOU,ELP,677,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,855,855,1154,1220,WN,3,N424WN,119,145,110,-26,0,HOU,FLL,957,3,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1755,1755,2051,2120,WN,41,N435WN,116,145,105,-29,0,HOU,FLL,957,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,920,920,1017,1020,WN,5,N511SW,57,60,46,-3,0,HOU,HRL,276,2,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1052,1050,1143,1150,WN,11,N637SW,51,60,44,-7,2,HOU,HRL,276,2,5,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1221,1220,1319,1320,WN,19,N675AA,58,60,45,-1,1,HOU,HRL,276,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1420,1420,1517,1520,WN,27,N392SW,57,60,46,-3,0,HOU,HRL,276,2,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1555,1550,1648,1650,WN,33,N687SW,53,60,44,-2,5,HOU,HRL,276,2,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1700,1705,1802,1805,WN,37,N527SW,62,60,45,-3,-5,HOU,HRL,276,2,15,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1923,1925,2021,2025,WN,47,N502SW,58,60,45,-4,-2,HOU,HRL,276,2,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2119,2125,2215,2220,WN,55,N685SW,56,55,45,-5,-6,HOU,HRL,276,2,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,734,735,829,835,WN,1628,N323SW,55,60,48,-6,-1,HOU,HRL,276,1,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2055,2055,2157,2200,WN,513,N284WN,62,65,49,-3,0,HOU,JAN,359,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,800,800,901,905,WN,2904,N448WN,61,65,49,-4,0,HOU,JAN,359,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1254,1255,1357,1400,WN,3679,N629SW,63,65,51,-3,-1,HOU,JAN,359,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1651,1650,1751,1800,WN,3757,N230WN,60,70,49,-9,1,HOU,JAN,359,2,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1326,1325,1618,1625,WN,23,N330SW,112,120,98,-7,1,HOU,JAX,816,6,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1922,1920,2036,2040,WN,259,N295WN,194,200,179,-4,2,HOU,LAS,1235,5,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1602,1530,1715,1650,WN,1126,N785SW,193,200,180,25,32,HOU,LAS,1235,3,10,0,,0,0,0,0,0,25
2008,2,19,2,1105,1105,1224,1225,WN,1749,N427WN,199,200,179,-1,0,HOU,LAS,1235,7,13,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,709,710,822,830,WN,3318,N220WN,193,200,181,-8,-1,HOU,LAS,1235,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2015,1955,2146,2140,WN,973,N795SW,211,225,197,6,20,HOU,LAX,1390,6,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,821,815,950,955,WN,2798,N437WN,209,220,195,-5,6,HOU,LAX,1390,7,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1254,1210,1418,1350,WN,2985,N786SW,204,220,193,28,44,HOU,LAX,1390,6,5,0,,0,27,0,0,0,1
2008,2,19,2,1525,1520,1701,1705,WN,3761,N467WN,216,225,197,-4,5,HOU,LAX,1390,11,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1904,1840,2013,1950,WN,1561,N677AA,69,70,55,23,24,HOU,LIT,393,6,8,0,,0,0,0,0,0,23
2008,2,19,2,1011,945,1131,1110,WN,698,N392SW,80,85,69,21,26,HOU,MAF,441,2,9,0,,0,1,0,0,0,20
2008,2,19,2,2017,1955,2135,2120,WN,1235,N648SW,78,85,68,15,22,HOU,MAF,441,2,8,0,,0,12,0,0,0,3
2008,2,19,2,1001,1000,1254,1310,WN,7,N234WN,113,130,99,-16,1,HOU,MCO,848,7,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1351,1355,1649,1705,WN,25,N749SW,118,130,99,-16,-4,HOU,MCO,848,8,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2019,2020,2309,2325,WN,51,N407WN,110,125,97,-16,-1,HOU,MCO,848,5,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,708,710,1001,1020,WN,1635,N665WN,113,130,101,-19,-2,HOU,MCO,848,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1702,1705,2000,2015,WN,1647,N781WN,118,130,95,-15,-3,HOU,MCO,848,4,19,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1733,1730,1954,2000,WN,609,N624SW,141,150,127,-6,3,HOU,MDW,937,6,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,908,910,1129,1135,WN,816,N314SW,141,145,126,-6,-2,HOU,MDW,937,5,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1450,1450,1706,1715,WN,1250,N270WN,136,145,125,-9,0,HOU,MDW,937,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2023,2020,2245,2250,WN,1352,N642WN,142,150,128,-5,3,HOU,MDW,937,5,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1210,1205,1433,1430,WN,1757,N664WN,143,145,126,3,5,HOU,MDW,937,6,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,635,635,854,900,WN,3927,N417WN,139,145,124,-6,0,HOU,MDW,937,6,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1814,1815,1907,1915,WN,217,N326SW,53,60,44,-8,-1,HOU,MSY,303,3,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,621,620,716,720,WN,621,N391SW,55,60,45,-4,1,HOU,MSY,303,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2144,2150,2239,2245,WN,809,N246LV,55,55,41,-6,-6,HOU,MSY,303,3,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1023,1025,1117,1125,WN,1357,N694SW,54,60,45,-8,-2,HOU,MSY,303,3,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1143,1140,1236,1240,WN,1412,N698SW,53,60,43,-4,3,HOU,MSY,303,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,802,805,907,905,WN,1741,N228WN,65,60,44,2,-3,HOU,MSY,303,13,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1959,2000,2051,2055,WN,2011,N383SW,52,55,43,-4,-1,HOU,MSY,303,3,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1653,1655,1751,1755,WN,2039,N652SW,58,60,46,-4,-2,HOU,MSY,303,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,848,850,942,950,WN,2351,N388SW,54,60,43,-8,-2,HOU,MSY,303,2,9,0,,0,NA,NA,NA,NA,NA
